deviceid, lat, lng
100, 0.234417167195442, -0.142160313152986
100, 0.217283280685655, -0.175902688188784
100, 0.198875363507367, -0.210952007550723
100, 0.207061626013893, -0.174562320332229
100, 0.226434173614019, -0.210238100275086
100, 0.192813010625257, -0.231125902478831
100, 0.217108106180108, -0.19386417829672
100, 0.219283985059037, -0.155960836491803
100, 0.223134624177486, -0.194742479360902
100, 0.202729614951673, -0.163360311688494
100, 0.206456513638076, -0.202397549872098
100, 0.217041850100321, -0.23830421510699
100, 0.206784196688441, -0.19992356402302
100, 0.219916372808952, -0.236632829313229
100, 0.230101676171241, -0.197952216123858
100, 0.208152568744005, -0.166219675676972
100, 0.224389095414627, -0.200964713373128
100, 0.200793873648234, -0.172061812138471
100, 0.237330325788472, -0.165396135199479
100, 0.230231562990559, -0.205339268251976
100, 0.212164310072827, -0.170180433073474
100, 0.225197200207818, -0.20635930486284
100, 0.226735296998996, -0.168225408533723
100, 0.235916278242457, -0.121393797394459
100, 0.233146986162941, -0.160472833188392
100, 0.216127503478073, -0.195175180401935
100, 0.224711499612711, -0.148742339109516
100, 0.23796421280198, -0.187204958485454
100, 0.233158697543864, -0.148856678203315
100, 0.224864155287405, -0.18611772784465
100, 0.221574739209575, -0.226132312269712
100, 0.213056560602309, -0.188257483933466
100, 0.220330629270179, -0.146977146327348
100, 0.204910645286912, -0.182277049452772
100, 0.221374844183324, -0.148354613533786
100, 0.239643334283465, -0.191191747207151
100, 0.22739171371412, -0.23176623868129
100, 0.218053864252101, -0.186678345846003
100, 0.233109433688867, -0.227451517472938
100, 0.234701695897063, -0.189604823882923
100, 0.221571769372481, -0.230186747248679
100, 0.246437550017533, -0.201233989582829
100, 0.214053383519614, -0.182154178766791
100, 0.218751335122374, -0.224940626663482
100, 0.226848504202721, -0.18375682090069
100, 0.231873613205517, -0.22764651905434
100, 0.194854033092753, -0.246004320260141
100, 0.215910619906308, -0.214923112139738
100, 0.220382523324817, -0.178015290682715
100, 0.232379528355918, -0.223023871487273
100, 0.211230934111882, -0.190444907095708
100, 0.212040182732513, -0.227914639884127
100, 0.233560530856524, -0.193646345752955
100, 0.233339524681429, -0.152436694169856
100, 0.230128253198991, -0.202009071573487
100, 0.225760961279419, -0.164193953043156
100, 0.220786734987838, -0.203255643878895
100, 0.244347368468982, -0.233653126393468
100, 0.211651645389537, -0.215546633844562
100, 0.237407210557638, -0.184819141251376
100, 0.226376937147344, -0.148070508046871
100, 0.213615439213845, -0.183225720312043
100, 0.202579241033221, -0.219384515450168
100, 0.221044676095449, -0.186342624348075
100, 0.227643663193583, -0.223529392267922
100, 0.213347067212496, -0.188667799350038
100, 0.236144221901175, -0.158117515550708
100, 0.253600094895912, -0.202146155477453
100, 0.215791486724029, -0.186265831694117
100, 0.233995646245847, -0.221453633606273
100, 0.213017505791683, -0.190340265222661
100, 0.22674351225883, -0.224973419837365
100, 0.230920393382546, -0.18393080805771
100, 0.228876615870946, -0.221191163028748
100, 0.212155907918988, -0.255114799127625
100, 0.224753430334804, -0.213729070586491
100, 0.224577336685212, -0.174844677547683
100, 0.2222186406665, -0.215405712301967
100, 0.211335946417789, -0.252151943632318
100, 0.206411004010905, -0.214436361088026
100, 0.239260451950968, -0.194431700668202
100, 0.238464272510564, -0.231901589447721
100, 0.229649586195476, -0.190743600697076
100, 0.203836948892117, -0.218181011896073
100, 0.216991660820316, -0.181018901306419
100, 0.221738531485449, -0.221525107826851
100, 0.239664141441445, -0.18643072954255
100, 0.230405608194071, -0.222368138405554
100, 0.236275820356483, -0.184984485933814
100, 0.223345617361543, -0.223405676111766
100, 0.237013338497009, -0.179208845817067
100, 0.225072501355139, -0.215034475964472
100, 0.187945024957933, -0.226677460103854
100, 0.214826882160701, -0.199545242493239
100, 0.229204989852202, -0.165254006448365
100, 0.217329262554465, -0.20525137006056
100, 0.222587596246173, -0.243284255089821
100, 0.228654547291672, -0.204578465858152
100, 0.212820532018364, -0.169528711272282
100, 0.216450687516452, -0.207218062971894
100, 0.231576573389102, -0.17161101630469
100, 0.214049676850832, -0.204447558322469
100, 0.222056831240443, -0.167297762996944
100, 0.233043225763318, -0.205462705655169
100, 0.240807185440393, -0.158309565465748
100, 0.221411739079129, -0.190347225932226
100, 0.211243810500561, -0.231448118907077
100, 0.211647065439237, -0.192661789021201
100, 0.231621668090092, -0.156174259171014
100, 0.22457891264932, -0.193029334797621
100, 0.225068792352088, -0.230845983019493
100, 0.212518809978884, -0.194343579971885
100, 0.214689333012246, -0.153359861328204
