Checkpoint, Device, BeaconX, BeaconY
22, 2, 0.008717361112776942, 0.08682623890517396
22, 2, 0.01428929125047283, 0.08253564057665488
23, 2, 0.01428929125047283, 0.08253564057665488
23, 2, 0.031054172007806212, 0.06866472942991142
24, 2, 0.02499998908502033, 0.06733135154782979
26, 2, 0.04906292860186435, 0.06688227622439957
26, 2, 0.04582231702400772, 0.0614875919518054
26, 2, 0.0392568116775462, 0.06376570507636405
26, 2, 0.04199932141641446, 0.05975788093723908
26, 2, 0.04656929255161698, 0.06270214240376731
26, 2, 0.04111292218494219, 0.06621304108874589
26, 2, 0.056303654900949754, 0.06635157298318964
26, 2, 0.03940488766226062, 0.06423437037300181
27, 2, 0.050390474718401614, 0.06903278605558731
27, 2, 0.04036193363884261, 0.06806214831386073
27, 2, 0.03829568453388778, 0.06841728352816252
27, 2, 0.04623836249074366, 0.06865150523043621
27, 2, 0.03869778838057692, 0.06788398969403638
27, 2, 0.04640365500976503, 0.06787348149188321
27, 2, 0.0358594742672211, 0.06700990817893628
27, 2, 0.04703172158378203, 0.06807247463307282
28, 2, 0.034322370110876306, 0.0720617146000971
29, 2, 0.0576359831686021, 0.06990036520838147
30, 2, 0.0576359831686021, 0.06990036520838147
31, 2, 0.042546380166198, 0.08695578773437014
31, 2, 0.049862202627993756, 0.09132070517174971
1, 3, -0.025002240251349755, -0.0017356064808398681
1, 3, -0.03573688495514918, -0.004148304542490738
1, 3, -0.027323171768758144, 0.0004578425227726497
2, 3, -0.01774345111101226, -0.0001914426356400322
2, 3, -0.025002240251349755, -0.0017356064808398681
3, 3, -0.0030634953291200427, 0.006325580016865173
3, 3, -0.004326814377464191, 0.004503539335606231
3, 3, -0.01499142928543548, 0.004467180873443641
3, 3, -0.009397224280080883, 0.004681445212607837
3, 3, -0.0130445114953971, -0.002219320590504956
3, 3, -0.013600777831914723, 0.004039890278519966
5, 3, -0.004007125752644465, 0.016348017949325517
6, 3, -0.02136670183012225, 0.010513812790564335
6, 3, -0.004007125752644465, 0.016348017949325517
6, 3, -0.018746698535856785, 0.01035241000251482
6, 3, -0.01411521514352089, 0.014642654965072485
6, 3, -0.01517417083629678, 0.01805621747244208
6, 3, -0.013147041942782519, 0.023812762563901545
6, 3, -0.009528134323605926, 0.018171904991440616
7, 3, -0.020075327827462897, 0.00281571103671104
7, 3, -0.02136670183012225, 0.010513812790564335
7, 3, -0.01499142928543548, 0.004467180873443641
7, 3, -0.018746698535856785, 0.01035241000251482
7, 3, -0.013600777831914723, 0.004039890278519966
7, 3, -0.01411521514352089, 0.014642654965072485
7, 3, -0.01517417083629678, 0.01805621747244208
8, 3, -0.025002240251349755, -0.0017356064808398681
8, 3, -0.03573688495514918, -0.004148304542490738
8, 3, -0.027323171768758144, 0.0004578425227726497
8, 3, -0.020075327827462897, 0.00281571103671104
8, 3, -0.02136670183012225, 0.010513812790564335
9, 3, -0.027494314538787257, 0.014041225019995255
9, 3, -0.029385378999995552, 0.0232285219820631
10, 3, -0.01411521514352089, 0.014642654965072485
10, 3, -0.01517417083629678, 0.01805621747244208
11, 3, -0.017565228273107927, 0.033944740590087376
11, 3, -0.013147041942782519, 0.023812762563901545
12, 3, -0.017565228273107927, 0.033944740590087376
13, 3, -0.012772216891033554, 0.0411800086196602
13, 3, -0.019889573630984012, 0.04631083365359342
14, 3, -0.024235817480018098, 0.035608416686514106
15, 3, -0.029385378999995552, 0.0232285219820631
15, 3, -0.03619442394197148, 0.029344028441812595
15, 3, -0.02999687470417126, 0.026701458402763566
16, 3, -0.03619442394197148, 0.029344028441812595
17, 3, -0.05447547781114028, 0.01365095390125067
19, 3, -0.0630583370833592, 0.04933211709029726
20, 3, -0.0258998378945469, 0.06966415086575817
22, 3, 0.01868925422743138, 0.08221354020624075
22, 3, 0.008327788660638793, 0.09096448456251967
22, 3, 0.017941855979783625, 0.08407147996994452
23, 3, 0.01868925422743138, 0.08221354020624075
23, 3, 0.017941855979783625, 0.08407147996994452
23, 3, 0.019008863889443558, 0.07952885151091728
24, 3, 0.029979543714014564, 0.059991765550757165
24, 3, 0.023068399020869317, 0.0657919039617485
26, 3, 0.040273014034060584, 0.06746270302649866
26, 3, 0.046447341518906386, 0.06720079672732109
27, 3, 0.040273014034060584, 0.06746270302649866
27, 3, 0.051773854852405966, 0.06888323458436856
27, 3, 0.046447341518906386, 0.06720079672732109
27, 3, 0.03528330928550366, 0.0631044364310284
27, 3, 0.04061748912615725, 0.07729677986230493
27, 3, 0.03919626895811284, 0.06769779910136293
27, 3, 0.03704263594908794, 0.06855344073854087
27, 3, 0.0489168561522917, 0.0696574810529423
27, 3, 0.035110514030660234, 0.06843004223725788
27, 3, 0.051639303505519527, 0.06982960428220375
27, 3, 0.042467583109789965, 0.06881786880364527
27, 3, 0.050626839151244725, 0.069857012146154
27, 3, 0.04774552709705195, 0.06945152865376389
27, 3, 0.037514475485304025, 0.06862651398102357
27, 3, 0.04002440177299293, 0.06972480983199118
27, 3, 0.05018222301352296, 0.07003390907767668
27, 3, 0.04213725876888206, 0.06933747477100707
27, 3, 0.036271701425925576, 0.07080539965923076
27, 3, 0.04739075542397849, 0.07026600124393402
27, 3, 0.05446141787280994, 0.0707476744646709
27, 3, 0.04697250003928498, 0.07004896029580274
27, 3, 0.0386302448512809, 0.06953452614869608
27, 3, 0.04959712302830651, 0.07083071759148135
27, 3, 0.04042208975713723, 0.06999207921756848
27, 3, 0.042541530951144456, 0.06940535975089428
27, 3, 0.05389711093302061, 0.07030926823051908
27, 3, 0.04631226648453445, 0.06913029546434236
27, 3, 0.04548737367416559, 0.0693450487859623
27, 3, 0.05239694331213703, 0.07004424904250342
27, 3, 0.039494700226891194, 0.06878044041838088
27, 3, 0.04904997764895478, 0.06975109424369076
27, 3, 0.042684702277409434, 0.06911811930096494
27, 3, 0.048719045981737194, 0.06989649797562453
27, 3, 0.039055059110026435, 0.06887767870325276
27, 3, 0.05277050551697228, 0.0702751907853227
27, 3, 0.04312259122910282, 0.06957240483136781
27, 3, 0.04587673342545828, 0.07081039528156938
27, 3, 0.049124058861164284, 0.06877916610368157
28, 3, 0.04061748912615725, 0.07729677986230493
29, 3, 0.05749296593998196, 0.07049908461918479
30, 3, 0.0489168561522917, 0.0696574810529423
30, 3, 0.051639303505519527, 0.06982960428220375
30, 3, 0.050626839151244725, 0.069857012146154
30, 3, 0.05749296593998196, 0.07049908461918479
1, 4, -0.03784331901620441, 0.0004342584823422231
1, 4, -0.02555940403768478, -0.0010702477772893892
2, 4, -0.02555940403768478, -0.0010702477772893892
3, 4, -0.013731478231436122, 0.005561648247813343
5, 4, -0.008892426332623759, 0.017136898427315105
5, 4, 0.0004214475077073942, 0.020616335039834094
5, 4, -0.002740783058715424, 0.025389518911981334
5, 4, 0.0008546849120370989, 0.01667912334134608
5, 4, -0.009170483780305896, 0.02735749730217024
6, 4, -0.009438772073229011, 0.00835810516005409
6, 4, -0.0146976811476062, 0.014892224750426964
6, 4, -0.011741948439163152, 0.01714901901614046
6, 4, -0.00913895382924318, 0.011636579836408041
6, 4, -0.0021313125881997504, 0.013069959219258815
6, 4, -0.008892426332623759, 0.017136898427315105
6, 4, -0.016097518580189804, 0.012107337815407576
6, 4, -0.0028298464693891734, 0.015684515570669667
6, 4, -0.002740783058715424, 0.025389518911981334
6, 4, -0.014616707524596713, 0.024912508367325725
7, 4, -0.013731478231436122, 0.005561648247813343
7, 4, -0.02532545525931757, 0.01132300704958529
8, 4, -0.02532545525931757, 0.01132300704958529
8, 4, -0.03784331901620441, 0.0004342584823422231
8, 4, -0.02555940403768478, -0.0010702477772893892
9, 4, -0.0270020813793491, 0.01619924476913473
9, 4, -0.026766469263582837, 0.018125380004958228
10, 4, -0.0146976811476062, 0.014892224750426964
11, 4, -0.013649194086812968, 0.028485405534295048
12, 4, -0.013649194086812968, 0.028485405534295048
13, 4, -0.013103855857055072, 0.03762662643183563
13, 4, -0.01289096021161716, 0.038857802493316586
13, 4, -0.018255068594024405, 0.03850686951456477
14, 4, -0.024940725441493033, 0.03574269788081353
15, 4, -0.03587591172554277, 0.026662057700382793
16, 4, -0.03587591172554277, 0.026662057700382793
17, 4, -0.04352241925027991, 0.01974683021159264
18, 4, -0.0582753186305249, 0.021485222960935142
18, 4, -0.06940855889783723, 0.029878174493076937
19, 4, -0.06278510453809516, 0.04345538246925423
19, 4, -0.058305470230481896, 0.05248599859609449
22, 4, 0.01898167441698589, 0.09722884983185781
22, 4, 0.01897023138007202, 0.0884655884326002
23, 4, 0.024215974205835808, 0.06724110610670969
24, 4, 0.03312611459497721, 0.0675909148674673
24, 4, 0.024215974205835808, 0.06724110610670969
25, 4, 0.02856341662532316, 0.05184652923002683
26, 4, 0.03858322984780912, 0.06532686981270923
26, 4, 0.05267529071121648, 0.06721865186735851
26, 4, 0.042068728205353435, 0.06610185643351409
27, 4, 0.03578140217135671, 0.06824042194710976
27, 4, 0.05264891941722527, 0.06993395544471405
27, 4, 0.03839564341085273, 0.06857481105319801
27, 4, 0.04059872893944034, 0.06857338858169325
27, 4, 0.053135550340813194, 0.06888182487841851
27, 4, 0.03858322984780912, 0.06532686981270923
27, 4, 0.05267529071121648, 0.06721865186735851
27, 4, 0.042068728205353435, 0.06610185643351409
27, 4, 0.05284270950290224, 0.06871249426286903
27, 4, 0.04061648750750915, 0.06879018273231775
27, 4, 0.036092424923232246, 0.06848752391530054
27, 4, 0.03653185550798322, 0.06796068443185893
27, 4, 0.03809594533055915, 0.06700428535638041
27, 4, 0.047665422818965617, 0.06828066776177626
27, 4, 0.045367437018480186, 0.06183592727787148
28, 4, 0.036481662496330634, 0.07375961203448195
29, 4, 0.06196861141946194, 0.0703190287356267
30, 4, 0.05264891941722527, 0.06993395544471405
30, 4, 0.06196861141946194, 0.0703190287356267
31, 4, 0.04407041340276245, 0.08730498232673053
31, 4, 0.0550495477528553, 0.08824061473588042
1, 5, -0.03208338192039646, -0.0036620225543441834
1, 5, -0.0351307968642674, 0.001935420808601362
2, 5, -0.0075861768507762654, -5.7771126888051295e-05
2, 5, -0.006098527855349249, -0.005950343123919499
2, 5, -0.009715992161968803, 0.0002315435035762421
3, 5, -0.0075861768507762654, -5.7771126888051295e-05
3, 5, -0.006098527855349249, -0.005950343123919499
3, 5, -0.009715992161968803, 0.0002315435035762421
3, 5, -0.010505683178027614, 0.01143251643144075
3, 5, -0.006015342970143637, 0.001867831194285553
3, 5, -0.011064502439785623, -0.0019840879124050394
3, 5, -0.0063849772516190425, 0.009846975378096671
3, 5, -0.0029482388279701427, 0.009417899387015722
5, 5, -0.00260390785004847, 0.017822064008216506
6, 5, -0.010505683178027614, 0.01143251643144075
7, 5, -0.021124434533278315, 0.006959811391819909
7, 5, -0.01605150931932669, 0.003558065751633617
8, 5, -0.03208338192039646, -0.0036620225543441834
8, 5, -0.0351307968642674, 0.001935420808601362
8, 5, -0.021124434533278315, 0.006959811391819909
9, 5, -0.03043694463773116, 0.0197061469962623
9, 5, -0.026388251068607434, 0.015434528325943747
9, 5, -0.03227345241345526, 0.018347964211880185
10, 5, -0.01571946719151892, 0.028123055611445697
10, 5, -0.021414624133272265, 0.018270778139848145
11, 5, -0.012437661244974614, 0.027793521471620845
11, 5, -0.012975232968189426, 0.020937269008949825
12, 5, -0.012437661244974614, 0.027793521471620845
13, 5, -0.020388647523704534, 0.03924729680227946
14, 5, -0.022460778466120882, 0.033652073783989066
15, 5, -0.0357964482150314, 0.03281019160681273
15, 5, -0.03043694463773116, 0.0197061469962623
15, 5, -0.03227345241345526, 0.018347964211880185
15, 5, -0.03341584273508563, 0.030642169549791088
15, 5, -0.04641569491899692, 0.018783092803752566
16, 5, -0.04641569491899692, 0.018783092803752566
17, 5, -0.04641569491899692, 0.018783092803752566
17, 5, -0.05843551082247125, 0.01454649634614579
18, 5, -0.06493708097993366, 0.028721278525891708
22, 5, 0.013289456093792442, 0.08934646685789184
23, 5, 0.014430159064385464, 0.07085514531244613
23, 5, 0.024644026656056542, 0.06715562670491257
23, 5, 0.02806373355909006, 0.06762615037555988
23, 5, 0.01932739872037713, 0.06659221242185426
23, 5, 0.029947645372935566, 0.06716191981659377
23, 5, 0.02241215102215706, 0.06623837297094098
23, 5, 0.030004589806453315, 0.06651149586854366
24, 5, 0.024644026656056542, 0.06715562670491257
24, 5, 0.01932739872037713, 0.06659221242185426
24, 5, 0.029947645372935566, 0.06716191981659377
24, 5, 0.02241215102215706, 0.06623837297094098
24, 5, 0.030004589806453315, 0.06651149586854366
24, 5, 0.020244129722889366, 0.06541005341947281
26, 5, 0.043628060713275914, 0.06131488900746709
26, 5, 0.054585492468940996, 0.06727739174582703
27, 5, 0.03588872131529031, 0.06938325648948092
27, 5, 0.0472445338112591, 0.0695781710069934
27, 5, 0.04836133335246531, 0.06902200912272308
27, 5, 0.037456462018577365, 0.06801034627844395
27, 5, 0.035042409831749353, 0.06864515963122264
27, 5, 0.043628060713275914, 0.06131488900746709
27, 5, 0.054585492468940996, 0.06727739174582703
27, 5, 0.04099183278147371, 0.06826441405283729
27, 5, 0.05360710407391791, 0.07002519370689032
27, 5, 0.044697814188590985, 0.06918213022929555
27, 5, 0.05223996732645061, 0.06784400362132688
28, 5, 0.04819155552848108, 0.0816267992081061
29, 5, 0.05716990791195379, 0.07129287718695154
29, 5, 0.0636471613118558, 0.07355777637299564
29, 5, 0.06055106869065951, 0.07001645503026223
30, 5, 0.05716990791195379, 0.07129287718695154
30, 5, 0.0636471613118558, 0.07355777637299564
30, 5, 0.06055106869065951, 0.07001645503026223
30, 5, 0.05360710407391791, 0.07002519370689032
1, 6, -0.028895086888537255, -0.0027709654047952965
1, 6, -0.035555224097706686, -0.004122573394172869
1, 6, -0.02698468604322805, 0.0005655286096481044
3, 6, -0.005792115444760873, 0.003767456974490071
3, 6, -0.014332015563438546, 0.0029938954677231756
5, 6, -0.005933086294760172, 0.02552961081995211
5, 6, -0.008661160976169566, 0.02164552133731703
5, 6, -0.005135424205550437, 0.027229577307910244
6, 6, -0.02009151617956994, 0.00787834585164412
6, 6, -0.005949664291878826, 0.012699632734619227
6, 6, -0.005984309482131364, 0.01581157782929391
6, 6, -0.00746049577456814, 0.008898613018004646
6, 6, -0.012656701968803285, 0.015703633835682282
6, 6, -0.005933086294760172, 0.02552961081995211
6, 6, -0.008661160976169566, 0.02164552133731703
6, 6, -0.0072073918703312555, 0.015181947519327062
6, 6, -0.00573799566589212, 0.01442743314301255
6, 6, -0.016755473476926467, 0.019405650019020775
6, 6, -0.017297038125268057, 0.009738180494557602
6, 6, -0.018067336965511986, 0.02389175276600988
6, 6, -0.005877429341742508, 0.020107158753800602
6, 6, -0.014946577282431851, 0.010294644765806372
6, 6, -0.00529309064306777, 0.01957189002590835
6, 6, -0.006346032958958571, 0.015557837327879256
6, 6, -0.004764369857322493, 0.007868334756813734
6, 6, -0.016129694117827106, 0.008036641797848602
6, 6, -0.005270810209922823, 0.011607725657718976
6, 6, -0.0070197573391857435, 0.021001236399996397
6, 6, -0.008853424379588155, 0.013293472320592414
6, 6, -0.010188615360612937, 0.017822380916100767
7, 6, -0.014332015563438546, 0.0029938954677231756
7, 6, -0.02009151617956994, 0.00787834585164412
7, 6, -0.012656701968803285, 0.015703633835682282
8, 6, -0.028895086888537255, -0.0027709654047952965
8, 6, -0.035555224097706686, -0.004122573394172869
8, 6, -0.02698468604322805, 0.0005655286096481044
8, 6, -0.02009151617956994, 0.00787834585164412
9, 6, -0.0294413553647634, 0.023095189798131577
9, 6, -0.030383366809516144, 0.023241187728154332
9, 6, -0.030935346619854056, 0.019024890345047014
10, 6, -0.016755473476926467, 0.019405650019020775
10, 6, -0.018067336965511986, 0.02389175276600988
11, 6, -0.005933086294760172, 0.02552961081995211
11, 6, -0.008661160976169566, 0.02164552133731703
11, 6, -0.005135424205550437, 0.027229577307910244
11, 6, -0.016755473476926467, 0.019405650019020775
11, 6, -0.018067336965511986, 0.02389175276600988
11, 6, -0.005877429341742508, 0.020107158753800602
12, 6, -0.005135424205550437, 0.027229577307910244
13, 6, -0.017927796241075773, 0.039967514464087826
13, 6, -0.010507418361673782, 0.040277531723002365
13, 6, -0.019156206160427645, 0.04032484713747641
14, 6, -0.026474914414081174, 0.04186832580852079
14, 6, -0.024022828598615063, 0.03378128947333818
14, 6, -0.03021131129192695, 0.03798023253791839
14, 6, -0.025187262342546087, 0.03471830225901572
14, 6, -0.033976881482488466, 0.04200505302971208
14, 6, -0.02513547285873386, 0.038057269271430265
15, 6, -0.0294413553647634, 0.023095189798131577
15, 6, -0.030383366809516144, 0.023241187728154332
15, 6, -0.030935346619854056, 0.019024890345047014
15, 6, -0.035398109944685834, 0.02536555294504212
16, 6, -0.035398109944685834, 0.02536555294504212
17, 6, -0.0572517036123439, 0.016353006195996896
17, 6, -0.04964822240150713, 0.01507129713049431
17, 6, -0.056774401573416476, 0.011955687932955426
18, 6, -0.06679143887628405, 0.02278497244650699
19, 6, -0.052699887719962174, 0.05436890679070475
20, 6, -0.018961141259041133, 0.07183893186252854
23, 6, 0.025192720052240224, 0.06700814297565262
23, 6, 0.032279684148765406, 0.0678818571560527
23, 6, 0.024063664739861452, 0.06669955190537576
24, 6, 0.024083462318217695, 0.0631490777033182
24, 6, 0.025192720052240224, 0.06700814297565262
24, 6, 0.024063664739861452, 0.06669955190537576
24, 6, 0.029497653189366042, 0.06542059717626948
24, 6, 0.03273836205005685, 0.06547094704703478
24, 6, 0.028083826833997922, 0.0661967092497612
24, 6, 0.030301311742822037, 0.06568885355880479
24, 6, 0.03095898398945254, 0.05933084225536944
24, 6, 0.02583588476535769, 0.06325086595565411
25, 6, 0.031737749563124355, 0.05638484809368658
26, 6, 0.04371034869726264, 0.06762326313738552
27, 6, 0.04020917738515953, 0.0683486774300507
27, 6, 0.04371034869726264, 0.06762326313738552
27, 6, 0.04263383247124576, 0.06779900085405534
27, 6, 0.04036689360546594, 0.06598328567583818
27, 6, 0.04247369519491327, 0.06511852404811737
27, 6, 0.04021635637074856, 0.06532101488689018
27, 6, 0.0514329325037263, 0.06312653877742531
27, 6, 0.037478966691513696, 0.06642124000734999
27, 6, 0.050555021959928205, 0.0679049052809618
27, 6, 0.04866748812214446, 0.06846183216718467
27, 6, 0.040632094459820495, 0.06404867464585758
27, 6, 0.04754688048274108, 0.06437511673027921
27, 6, 0.04048026469026806, 0.06818620563073699
27, 6, 0.042558201424492126, 0.06866397970361512
27, 6, 0.05061197959708433, 0.06764956994709737
27, 6, 0.038864831104013176, 0.06697265270713643
27, 6, 0.05120858011126982, 0.06364954703828113
27, 6, 0.04841374542579988, 0.06360236902897376
27, 6, 0.038311419099505924, 0.06229645414617036
28, 6, 0.04453870736782826, 0.07267455677540192
28, 6, 0.04441676652632968, 0.07405880937830235
29, 6, 0.057977123477565166, 0.06586207060485853
29, 6, 0.058742147896541086, 0.06917886711496832
30, 6, 0.05691633057858758, 0.06985308974363354
