time, x, y
1497857740, -0.83935579487, -0.760871868702
1497858042, -0.849093200946, -0.754649991758
1497858043, -0.851275143646, -0.777445628666
1497858044, -0.79829237159, -0.732252677293
1497858045, -0.729502327729, -0.664203391823
1497858046, -0.663908716614, -0.602927506092
1497858046, -0.638459291035, -0.507299524125
1497858047, -0.619152717057, -0.456768681988
1497858048, -0.618892590889, -0.447142029228
1497858049, -0.653071954402, -0.420709165209
1497858050, -0.67918162714, -0.412571703067
1497858051, -0.681489130326, -0.404474738694
1497858052, -0.683253112862, -0.401106109482
1497858052, -0.685659466024, -0.401976479583
1497858053, -0.689013965012, -0.404836086611
1497858054, -0.691961941283, -0.405012191911
1497858055, -0.69105597853, -0.402547527298
1497858056, -0.692531144972, -0.40972573609
1497858057, -0.685847179441, -0.422743369122
1497858057, -0.685878734574, -0.425992975683
1497858058, -0.685962087476, -0.435798434482
1497858059, -0.685819166538, -0.439444465415
1497858059, -0.683515263843, -0.455554652284
1497858060, -0.682343099523, -0.48726006345
1497858061, -0.685984571839, -0.51828841308
1497858061, -0.686715166454, -0.527224225274
1497858062, -0.685109197833, -0.53620436142
1497858063, -0.684458349509, -0.547245730657
1497858064, -0.68735680021, -0.548456206511
1497858065, -0.691897297846, -0.547600014996
1497858066, -0.689432704737, -0.548720330429
1497858066, -0.674636610231, -0.54590229156
1497858068, -0.548522556408, -0.532674268371
1497858069, -0.46775328912, -0.50929520399
1497858070, -0.220358247088, -0.3677801094
1497858071, -0.00340927709557, -0.189926914602
1497858072, 0.215881123913, 0.0869902868456
1497858073, 0.361211315037, 0.364927271003
1497858074, 0.454208827568, 0.620114186556
1497858075, 0.485694388979, 0.840803773175
1497858076, 0.482069978072, 0.942615895995
1497858077, 0.430914700842, 1.12929745952
1497858078, 0.39241564314, 1.20258933289
1497858079, 0.368861690443, 1.22506025979
1497858080, 0.342415557327, 1.23762683396
1497858081, 0.31979552562, 1.2457182086
1497858082, 0.301155758864, 1.2506361785
1497858082, 0.283958897514, 1.25059326773
1497858083, 0.272382171489, 1.24816566415
1497858084, 0.260762776316, 1.24550341743
1497858084, 0.250607927347, 1.23969579237
1497858085, 0.240523212696, 1.22912204255
1497858086, 0.232163392119, 1.21770545128
1497858087, 0.227734030098, 1.20712645786
1497858088, 0.223446849175, 1.19654409661
1497858095, 0.221652602687, 1.16974912969
1497858097, 0.224935447529, 1.13589476024
1497858098, 0.239533202578, 1.096702828
1497858099, 0.256974121096, 1.0764109091
1497858100, 0.286566672779, 1.04609756103
1497858101, 0.327092305531, 1.02140594397
1497858102, 0.499236105496, 0.96879385704
1497858103, 0.758083096213, 0.946552010248
1497858104, 1.01671414243, 0.94332324874
1497858105, 1.27571953607, 0.950824845923
1497858106, 1.53033712085, 0.982180698869
1497858107, 1.78528635799, 1.02473639611
1497858108, 2.03424531167, 1.07198745793
1497858113, 2.16410657845, 1.10785490117
1497858115, 2.17603282665, 1.11764660763
1497858116, 2.38427498377, 1.31543715112
1497858117, 2.46413796119, 1.41106297797
1497858118, 2.55611995921, 1.62397743948
1497858119, 2.63712683982, 1.89723580099
1497858120, 2.68464649361, 2.1575510887
1497858121, 2.70811771371, 2.42556115879
1497858122, 2.69963474674, 2.68397091317
1497858123, 2.66465490181, 2.93373093505
1497858124, 2.63527378958, 3.03520117002
1497858125, 2.59531611852, 3.10729922769
1497858126, 2.5581891957, 3.14035985965
1497858127, 2.51383902687, 3.17107361476
1497858128, 2.46975524604, 3.18966404047
1497858144, 2.42816641958, 3.20482723458
1497858150, 2.42032946376, 3.21448143176
1497858151, 2.41772955587, 3.22153764332
1497858152, 2.41545555478, 3.22894327036
1497858167, 2.38873468115, 3.31194786192
1497858169, 2.3848461529, 3.31682738023
1497858170, 2.38730423765, 3.32194327562
1497858171, 2.3894661731, 3.32171298704
1497858172, 2.39223884199, 3.32485978051
1497858172, 2.38724766811, 3.32540495525
1497858173, 2.38740210135, 3.32752165492
1497858174, 2.38561742334, 3.32867799006
1497858174, 2.41073660316, 3.3342251572
1497858176, 2.5491709449, 3.3487530965
1497858177, 2.71515256514, 3.31930066357
1497858178, 2.97393200206, 3.24744071772
1497858179, 3.12886710027, 3.17679490423
1497858183, 3.20869492847, 3.11563054308
1497858184, 3.19997430113, 3.1122926286
1497858186, 3.19842587252, 3.10855750979
1497858188, 3.19819038326, 3.10786818712
1497858194, 3.22047194199, 3.121330948
1497858196, 3.22806125961, 3.12664477847
1497858198, 3.23097945253, 3.12643834318
1497858200, 3.23236958594, 3.12912542176
1497858201, 3.22848492036, 3.12599612719
1497858202, 3.23293504009, 3.13070887868
1497858203, 3.23111933737, 3.12542607747
1497858204, 3.23416446784, 3.12491067799
1497858205, 3.23676993232, 3.12043073189
1497858205, 3.23751939922, 3.1212374128
1497858206, 3.23516207495, 3.12837988553
1497858206, 3.23497369682, 3.13198807097
1497858207, 3.23678092847, 3.13843113381
1497858207, 3.23592758097, 3.147001774
1497858208, 3.23493266636, 3.15280085745
1497858209, 3.11543146899, 3.11353040822
1497858210, 2.99667195511, 3.051283073
1497858212, 2.97415793922, 3.03366721965
1497858213, 2.95602055607, 3.0188682211
1497858214, 2.94749739929, 3.00554024836
1497858215, 2.94605930234, 2.99610672531
1497858216, 2.95010129834, 2.98695863404
1497858217, 2.95276997618, 2.97682458788
1497858218, 2.95251666383, 2.97207234249
1497858219, 2.95081806619, 2.96683719267
1497858220, 2.95026506952, 2.96067511327
1497858221, 2.94855433016, 2.95931613346
1497858222, 2.94344075604, 2.95906050561
1497858223, 2.94026473759, 2.95762345783
1497858223, 2.93694843227, 2.96512230904
1497858224, 2.93395584664, 2.96675716218
1497858225, 2.93411126937, 2.96514591278
1497858226, 2.93608990807, 2.96981136908
1497858226, 2.93693504268, 2.96823925814
1497858227, 2.93871694123, 2.96884883794
1497858228, 2.93766282708, 2.97171372117
1497858229, 2.93850877956, 2.97024133644
1497858230, 2.93970589104, 2.97139126716
1497858230, 2.94096986354, 2.97130844851
1497858231, 2.93591325256, 2.9694656057
1497858232, 2.93735477468, 2.97089130698
1497858233, 2.93824838873, 2.97184007339
1497858234, 2.93972252564, 2.97267415325
1497858234, 2.94150076066, 2.97201133369
1497858235, 2.93791109822, 2.97274282949
1497858236, 2.93655532462, 2.97131575625
1497858236, 2.93432722957, 2.97125963576
1497858237, 2.884888868, 2.92932684902
1497858238, 2.8185639142, 2.85427271917
1497858239, 2.70324818804, 2.65226023763
1497858240, 2.61579126883, 2.37048342549
1497858241, 2.5660835389, 2.09843584352
1497858242, 2.54620720342, 1.83222030941
1497858243, 2.56194844735, 1.57656317885
1497858244, 2.602857888, 1.31721613931
1497858245, 2.68134044266, 1.071848621
1497858246, 2.76520180425, 0.826530868484
1497858247, 2.86911611283, 0.587007344146
1497858248, 3.01250822484, 0.355430105847
1497858291, 3.12167757654, 0.22182280119
1497858293, 3.12838207759, 0.224450222775
1497858294, 3.13923660695, 0.225688342426
1497858295, 3.14468352998, 0.220747215743
1497858296, 3.14687407662, 0.215377935112
1497858297, 3.16110096412, 0.219795080882
1497858299, 3.18353160784, 0.230827919868
1497858300, 3.19814805645, 0.246042463617
1497858301, 3.20662299343, 0.249299211272
1497858302, 3.2203335084, 0.275291287016
1497858304, 3.23146525626, 0.296382292705
1497858305, 3.23749794018, 0.333280043232
1497858307, 3.23787508219, 0.357709286495
1497858308, 3.22446066672, 0.372234245464
1497858309, 3.21247884634, 0.395271608149
1497858310, 3.15025908817, 0.477552604841
1497858311, 2.95634271616, 0.648707437025
1497858312, 2.79996729091, 0.742111141473
1497858313, 2.65215003122, 0.792819601384
1497858314, 2.37302708981, 0.838310772107
1497858314, 2.13464388746, 0.838385856602
1497858315, 1.87814198034, 0.804116228357
1497858316, 1.62229155572, 0.769755688357
1497858319, 1.36329576587, 0.752512193166
1497858321, 1.27945999036, 0.763447997073
1497858322, 1.12680252081, 0.816469210673
1497858322, 0.965749928863, 0.910049707044
1497858324, 0.744001508707, 1.11358750626
1497858325, 0.575494290442, 1.32882162065
1497858325, 0.457514410281, 1.55932994196
1497858326, 0.34593478866, 1.79196941869
1497858327, 0.242590405606, 2.01256672508
1497858328, 0.13969451389, 2.23730003313
1497858329, 0.0443902866456, 2.47248205157
1497858330, -0.050461491033, 2.70316644153
1497858331, -0.150168277309, 2.93673439568
1497858333, -0.225178828463, 3.10824263092
1497858334, -0.228739196548, 3.12938019951
1497858335, -0.227243086278, 3.15412270656
1497858336, -0.217388368138, 3.17147251211
1497858337, -0.210290524838, 3.18242915651
1497858338, -0.202335926688, 3.19437618874
1497858338, -0.195276785626, 3.20132810072
1497858339, -0.18612349481, 3.20774350073
1497858343, -0.0343498722493, 3.22845129086
1497858344, 0.220410563852, 3.24973203249
1497858346, 0.335388199624, 3.25806150875
1497858347, 0.367785735496, 3.25142616556
1497858349, 0.616959996527, 3.1383725692
1497858355, 0.678700761362, 3.10793304356
1497858361, 0.720904818592, 3.09983539706
1497858364, 0.796532498351, 3.1023951273
1497858366, 0.81107277493, 3.10168169998
1497858373, 0.81443648729, 3.10391178672
1497858375, 0.818520476508, 3.10383067957
1497858376, 0.826545794674, 3.09867406044
1497858377, 0.829536449049, 3.09644202724
1497858379, 0.833350171068, 3.08969177588
1497858381, 0.858735859868, 3.05381691929
1497858382, 0.863440484848, 3.0397055336
1497858384, 0.903433881816, 2.90951742111
1497858391, 0.909170965231, 2.87707607436
1497858396, 0.868152888841, 2.62089950083
1497858397, 0.801951942587, 2.33865382543
1497858398, 0.716344669573, 2.05854285307
1497858399, 0.617068941217, 1.76693390073
1497858401, 0.49452351856, 1.48187035905
1497858402, 0.353501337349, 1.1963652985
