deviceid, lat, lng, mapid, scale, start, end, duration
102, 0.0283853450263173, -0.291196960601511, actlab, 27, 2017-06-21 16:03:50, 2017-06-21 16:04:09, 19310
102, 0.0434127364782375, -0.238835294048759, actlab, 27, 2017-06-21 16:04:09, 2017-06-21 16:04:15, 5999
102, 0.0534087965658229, -0.215267795010195, actlab, 27, 2017-06-21 16:04:15, 2017-06-21 16:04:22, 7613
102, 0.0554383376331877, -0.232287723951037, actlab, 27, 2017-06-21 16:04:22, 2017-06-21 16:04:36, 13317
102, 0.0754024968351251, -0.21568815981777, actlab, 27, 2017-06-21 16:04:36, 2017-06-21 16:04:52, 16262
102, 0.015416491022418, -0.278732994164862, actlab, 27, 2017-06-21 16:04:52, 2017-06-21 16:04:53, 766
102, 0.0236595159169225, -0.213216776338093, actlab, 27, 2017-06-21 16:04:53, 2017-06-21 16:05:09, 16502
102, 0.0102439823243286, -0.213136368562621, actlab, 27, 2017-06-21 16:05:09, 2017-06-21 16:05:11, 1542
102, 0.0121607802787512, -0.26347401916889, actlab, 27, 2017-06-21 16:05:11, 2017-06-21 16:05:15, 4481
102, 0.0240725347169979, -0.251483408577137, actlab, 27, 2017-06-21 16:05:15, 2017-06-21 16:05:21, 5935
102, 0.0733746246963562, -0.196357966448397, actlab, 27, 2017-06-21 16:05:21, 2017-06-21 16:05:37, 16203
102, 0.0416671075358313, -0.277656655302724, actlab, 27, 2017-06-21 16:05:37, 2017-06-21 16:05:43, 5985
102, 0.0199434985852873, -0.245709569414185, actlab, 27, 2017-06-21 16:05:43, 2017-06-21 16:06:08, 24861
102, 0.0406343403982903, -0.206437681208438, actlab, 27, 2017-06-21 16:06:08, 2017-06-21 16:06:17, 9095
102, -0.0214978704444521, -0.236360453255502, actlab, 27, 2017-06-21 16:06:17, 2017-06-21 16:06:37, 19611
102, 0.0203792003519691, -0.191269630679344, actlab, 27, 2017-06-21 16:06:37, 2017-06-21 16:06:48, 10620
102, 0.00574121925100383, -0.216509362670374, actlab, 27, 2017-06-21 16:06:48, 2017-06-21 16:07:07, 19507
102, 0.0592462165115941, -0.241628931228933, actlab, 27, 2017-06-21 16:07:07, 2017-06-21 16:07:16, 9103
102, -0.0397438523921415, -0.190803654070471, actlab, 27, 2017-06-21 16:07:16, 2017-06-21 16:07:41, 24938
102, 0.0377451356285903, -0.249548784305517, actlab, 27, 2017-06-21 16:07:41, 2017-06-21 16:07:47, 6047
102, 0.00549502390478986, -0.220639993327509, actlab, 27, 2017-06-21 16:07:47, 2017-06-21 16:07:54, 6842
102, 0.0473888687905304, -0.235048792462754, actlab, 27, 2017-06-21 16:07:54, 2017-06-21 16:07:56, 2194
102, 0.0146316575305939, -0.249951373912543, actlab, 27, 2017-06-21 16:07:56, 2017-06-21 16:07:58, 2218
102, 0.000612158665633172, -0.257471148045264, actlab, 27, 2017-06-21 16:07:58, 2017-06-21 16:08:04, 5149
102, 0.0728875971644646, -0.205083550541478, actlab, 27, 2017-06-21 16:08:04, 2017-06-21 16:08:21, 17279
102, 0.0257604964269143, -0.22243953028868, actlab, 27, 2017-06-21 16:08:21, 2017-06-21 16:08:24, 2990
102, 0.011417668089748, -0.223268056220215, actlab, 27, 2017-06-21 16:08:24, 2017-06-21 16:08:44, 19611
102, 0.00184661430131329, -0.248010259368384, actlab, 27, 2017-06-21 16:08:44, 2017-06-21 16:08:45, 1443
102, 0.0241746991866852, -0.298497091559973, actlab, 27, 2017-06-21 16:08:45, 2017-06-21 16:08:57, 12068
102, 0.0557022006786766, -0.194437241485607, actlab, 27, 2017-06-21 16:08:57, 2017-06-21 16:09:00, 3030
102, 0.052437532069284, -0.173860294133375, actlab, 27, 2017-06-21 16:09:00, 2017-06-21 16:09:06, 5987
102, 0.0343073230665185, -0.177324462500505, actlab, 27, 2017-06-21 16:09:06, 2017-06-21 16:09:07, 784
102, 0.0126087656976777, -0.230437959554536, actlab, 27, 2017-06-21 16:09:07, 2017-06-21 16:09:08, 1450
102, 0.0301572111009622, -0.18267140015831, actlab, 27, 2017-06-21 16:09:08, 2017-06-21 16:09:09, 801
102, 0.0743422245761273, -0.143839637203576, actlab, 27, 2017-06-21 16:09:09, 2017-06-21 16:09:12, 3058
102, 0.0302955486620203, -0.229352006475458, actlab, 27, 2017-06-21 16:09:12, 2017-06-21 16:09:28, 15946
102, 0.0163016619614733, -0.190073627562699, actlab, 27, 2017-06-21 16:09:28, 2017-06-21 16:09:31, 3042
102, 0.00564272272065586, -0.232398970020047, actlab, 27, 2017-06-21 16:09:31, 2017-06-21 16:09:33, 1459
102, 0.0586985586808623, -0.180870637622113, actlab, 27, 2017-06-21 16:09:33, 2017-06-21 16:09:36, 3010
102, 0.0415405069468281, -0.138348446220419, actlab, 27, 2017-06-21 16:09:36, 2017-06-21 16:09:45, 9821
102, 0.129319856043191, -0.13800712214335, actlab, 27, 2017-06-21 16:09:45, 2017-06-21 16:09:48, 2310
102, 0.0571053638021541, -0.201218163988807, actlab, 27, 2017-06-21 16:09:48, 2017-06-21 16:09:49, 1577
102, 0.0553064857501805, -0.209658116717651, actlab, 27, 2017-06-21 16:09:49, 2017-06-21 16:09:52, 2217
102, 0.079474897584483, -0.169514251719617, actlab, 27, 2017-06-21 16:09:52, 2017-06-21 16:09:55, 3006
102, 0.0554657118200178, -0.169359291912863, actlab, 27, 2017-06-21 16:09:55, 2017-06-21 16:10:09, 14395
102, 0.0744358878021581, -0.163613172890252, actlab, 27, 2017-06-21 16:10:09, 2017-06-21 16:10:13, 3806
102, 0.0293096168865949, -0.204429585573149, actlab, 27, 2017-06-21 16:10:13, 2017-06-21 16:10:18, 5275
102, 0.0348139641981983, -0.179650472371452, actlab, 27, 2017-06-21 16:10:18, 2017-06-21 16:10:20, 1572
102, 0.0224434465420366, -0.191138137836832, actlab, 27, 2017-06-21 16:10:20, 2017-06-21 16:10:31, 11398
102, 0.0480660400489908, -0.202389592299718, actlab, 27, 2017-06-21 16:10:31, 2017-06-21 16:10:32, 778
102, 0.0362367748406139, -0.239465371628352, actlab, 27, 2017-06-21 16:10:32, 2017-06-21 16:10:40, 8261
102, 0.0191307076073018, -0.26652142479828, actlab, 27, 2017-06-21 16:10:40, 2017-06-21 16:10:46, 6100
102, 0.0593324671350436, -0.215493019465417, actlab, 27, 2017-06-21 16:10:46, 2017-06-21 16:11:02, 15918
102, 0.0803171230046947, -0.167796910239364, actlab, 27, 2017-06-21 16:11:02, 2017-06-21 16:11:03, 1441
102, 0.0448254695053132, -0.191676011221117, actlab, 27, 2017-06-21 16:11:03, 2017-06-21 16:11:07, 3841
102, 0.0425352084062979, -0.199178358153967, actlab, 27, 2017-06-21 16:11:07, 2017-06-21 16:11:11, 3828
102, 0.0283996541310798, -0.240780339194159, actlab, 27, 2017-06-21 16:11:11, 2017-06-21 16:11:16, 5306
102, 0.0406684985496258, -0.238604355581119, actlab, 27, 2017-06-21 16:11:16, 2017-06-21 16:11:20, 3798
102, 0.0605606062895908, -0.170626165324385, actlab, 27, 2017-06-21 16:11:20, 2017-06-21 16:11:22, 2215
102, 0.02929487961193, -0.163526475147545, actlab, 27, 2017-06-21 16:11:22, 2017-06-21 16:11:34, 11360
102, 0.0718420058006142, -0.201006734956832, actlab, 27, 2017-06-21 16:11:34, 2017-06-21 16:11:43, 9086
102, 0.0401633100386307, -0.200884696733336, actlab, 27, 2017-06-21 16:11:43, 2017-06-21 16:11:58, 15203
102, 0.0271385811126208, -0.21697287431404, actlab, 27, 2017-06-21 16:11:58, 2017-06-21 16:12:03, 4589
102, 0.081944165344, -0.211173079399138, actlab, 27, 2017-06-21 16:12:03, 2017-06-21 16:12:20, 17426
102, 0.0318950475842924, -0.210810180863707, actlab, 27, 2017-06-21 16:12:20, 2017-06-21 16:12:30, 9886
102, -0.0139186398800057, -0.244430995644689, actlab, 27, 2017-06-21 16:12:30, 2017-06-21 16:12:33, 3025
102, 0.0917295383729409, -0.156645054621864, actlab, 27, 2017-06-21 16:12:33, 2017-06-21 16:12:38, 4499
102, 0.0299483903621208, -0.185315886060508, actlab, 27, 2017-06-21 16:12:38, 2017-06-21 16:12:47, 9890
102, 0.0222801485038939, -0.228420792886714, actlab, 27, 2017-06-21 16:12:47, 2017-06-21 16:12:56, 8298
102, 0.0216881147987422, -0.244060345766692, actlab, 27, 2017-06-21 16:12:56, 2017-06-21 16:12:57, 1557
102, 0.0539710689686599, -0.195610601510211, actlab, 27, 2017-06-21 16:12:57, 2017-06-21 16:13:02, 4407
102, 0.0152108413427029, -0.239307805520571, actlab, 27, 2017-06-21 16:13:02, 2017-06-21 16:13:17, 15152
102, 0.0601393600739035, -0.21219026399134, actlab, 27, 2017-06-21 16:13:17, 2017-06-21 16:13:21, 3799
102, 0.0387101072242266, -0.223877595698566, actlab, 27, 2017-06-21 16:13:21, 2017-06-21 16:13:24, 3011
102, 0.0166289763417921, -0.268514302988919, actlab, 27, 2017-06-21 16:13:24, 2017-06-21 16:14:00, 36380
102, 0.0210592984461858, -0.252335926461843, actlab, 27, 2017-06-21 16:14:00, 2017-06-21 16:14:05, 5297
102, 0.0413619546955137, -0.232319338865258, actlab, 27, 2017-06-21 16:14:05, 2017-06-21 16:15:00, 55134
102, 0.0411745297831748, -0.253172029831776, actlab, 27, 2017-06-21 16:15:00, 2017-06-21 16:15:03, 2227
102, 0.0745188655972647, -0.2140659265346, actlab, 27, 2017-06-21 16:15:03, 2017-06-21 16:15:10, 7327
